seqnames	start	end	width	strand	siteCount	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	state
chr12	297801	298600	800	*	1	Intron (ENST00000399788.7/5927, intron 24 of 27)	12	285456	292925	7470	2	5927	ENST00000540838.1	-4876	ENSG00000073614	KDM5A	lysine demethylase 5A	14_TssBiv
chr12	1738801	1740600	1800	*	1	Intron (ENST00000537545.1/79602, intron 1 of 2)	12	1760729	1777915	17187	1	79602	ENST00000543456.1	-20129	ENSG00000006831	ADIPOR2	adiponectin receptor 2	14_TssBiv
chr12	2016801	2017600	800	*	1	Promoter (<=1kb)	12	2018213	2020532	2320	1	107984540	ENST00000542984.1	-613	NA	CACNA1C-IT1	CACNA1C intronic transcript 1	14_TssBiv
chr12	6308801	6310400	1600	*	1	Promoter (<=1kb)	12	6310436	6328505	18070	1	55200	ENST00000011684.11	-36	ENSG00000008323	PLEKHG6	pleckstrin homology and RhoGEF domain containing G6	14_TssBiv
chr12	6419601	6420400	800	*	1	Distal Intergenic	12	6444955	6451713	6759	1	939	ENST00000266557.4	-24555	ENSG00000139193	CD27	CD27 molecule	14_TssBiv
chr12	6873201	6874000	800	*	1	Promoter (<=1kb)	12	6873569	6907733	34165	1	10233	ENST00000433346.5	0	ENSG00000010626	LRRC23	leucine rich repeat containing 23	14_TssBiv
chr12	6876201	6877000	800	*	2	Promoter (2-3kb)	12	6873682	6906514	32833	1	10233	ENST00000449039.5	2519	ENSG00000010626	LRRC23	leucine rich repeat containing 23	14_TssBiv
chr12	20520801	20523400	2600	*	1	Intron (ENST00000359062.4/5139, intron 1 of 15)	12	20571864	20680517	108654	1	5139	ENST00000544307.1	-48464	ENSG00000172572	PDE3A	phosphodiesterase 3A	14_TssBiv
chr12	31742201	31744800	2600	*	2	Distal Intergenic	12	31689007	31729121	40115	2	196394	ENST00000535408.5	-13080	ENSG00000151743	AMN1	antagonist of mitotic exit network 1 homolog	14_TssBiv
chr12	32552801	32553800	1000	*	1	Intron (ENST00000534526.7/121512, intron 1 of 16)	12	32534324	32640737	106414	1	121512	ENST00000525053.6	18477	ENSG00000139132	FGD4	FYVE, RhoGEF and PH domain containing 4	14_TssBiv
chr12	41583001	41583800	800	*	2	Distal Intergenic	12	41509551	41574590	65040	1	29951	ENST00000548316.1	73450	ENSG00000165966	PDZRN4	PDZ domain containing ring finger 4	14_TssBiv
chr12	52416401	52417200	800	*	1	Intron (ENST00000548135.1/ENST00000548135.1, intron 2 of 2)	12	52393931	52406335	12405	2	3888	ENST00000257974.3	-10066	ENSG00000161850	KRT82	keratin 82	14_TssBiv
chr12	53359401	53359600	200	*	1	Distal Intergenic	12	53328581	53345315	16735	2	121340	ENST00000547755.1	-14086	ENSG00000170374	SP7	Sp7 transcription factor	14_TssBiv
chr12	53625401	53627000	1600	*	1	Promoter (<=1kb)	12	53507856	53626370	118515	2	11016	ENST00000548446.6	0	ENSG00000170653	ATF7	activating transcription factor 7	14_TssBiv
chr12	54090001	54091000	1000	*	1	Intron (ENST00000515617.1/440101, intron 1 of 1)	12	54078923	54081823	2901	2	100240735	ENST00000505259.2	-8178	ENSG00000250654	LOC100240735	uncharacterized LOC100240735	14_TssBiv
chr12	54411401	54412400	1000	*	1	Promoter (1-2kb)	12	54411908	54413428	1521	2	3678	ENST00000547744.1	1028	ENSG00000161638	ITGA5	integrin subunit alpha 5	14_TssBiv
chr12	55413601	55414200	600	*	1	Exon (ENST00000554937.1/ENST00000554937.1, exon 1 of 1)	12	55426254	55427192	939	1	390326	ENST00000328314.3	-12054	ENSG00000185821	OR6C76	olfactory receptor family 6 subfamily C member 76	14_TssBiv
chr12	57943401	57944200	800	*	1	Promoter (1-2kb)	12	57941796	57956890	15095	1	91419	ENST00000549257.5	1605	ENSG00000166896	ATP23	ATP23 metallopeptidase and ATP synthase assembly factor homolog	14_TssBiv
chr12	58289801	58291200	1400	*	1	Distal Intergenic	12	58087892	58093362	5471	1	105369785	ENST00000548215.1	201909	ENSG00000257541	LINC02403	long intergenic non-protein coding RNA 2403	14_TssBiv
chr12	62584001	62586600	2600	*	1	Promoter (1-2kb)	12	62587852	62592858	5007	1	23041	ENST00000551397.1	-1252	ENSG00000061987	MON2	MON2 homolog, regulator of endosome-to-Golgi trafficking	14_TssBiv
chr12	65671801	65672200	400	*	1	Distal Intergenic	12	65558431	65642372	83942	2	100507065	ENST00000544557.1	-29429	NA	LOC100507065	uncharacterized LOC100507065	14_TssBiv
chr12	72665401	72668000	2600	*	2	3' UTR	12	72568630	72621331	52702	1	29953	ENST00000549922.1	96771	ENSG00000072657	TRHDE	thyrotropin releasing hormone degrading enzyme	14_TssBiv
chr12	85305001	85305600	600	*	1	Distal Intergenic	12	85318060	85342912	24853	1	105369876	ENST00000555596.1	-12460	NA	LINC02820	long intergenic non-protein coding RNA 2820	14_TssBiv
chr12	96251401	96252400	1000	*	3	Intron (ENST00000228741.8/2004, intron 3 of 4)	12	96255460	96267490	12031	1	2004	ENST00000549529.1	-3060	ENSG00000111145	ELK3	ETS transcription factor ELK3	14_TssBiv
chr12	109591801	109592200	400	*	1	Intron (ENST00000447878.6/4598, intron 7 of 8)	12	109587861	109597262	9402	1	4598	ENST00000540353.1	3940	ENSG00000110921	MVK	mevalonate kinase	14_TssBiv
chr12	121079001	121079600	600	*	1	Distal Intergenic	12	121019111	121039242	20132	2	8638	ENST00000257570.9	-39759	ENSG00000135114	OASL	2'-5'-oligoadenylate synthetase like	14_TssBiv
chr13	20875601	20876000	400	*	1	Intron (ENST00000255305.10/64328, intron 1 of 22)	13	20868413	20902747	34335	2	64328	ENST00000465018.1	26747	ENSG00000132953	XPO4	exportin 4	14_TssBiv
chr13	28493801	28494400	600	*	1	Promoter (<=1kb)	13	28385548	28495079	109532	2	2321	ENST00000615840.4	679	ENSG00000102755	FLT1	fms related receptor tyrosine kinase 1	14_TssBiv
chr13	36045001	36045800	800	*	2	Intron (ENST00000360631.8/9201, intron 3 of 16)	13	35771341	36131306	359966	2	9201	ENST00000255448.8	85506	ENSG00000133083	DCLK1	doublecortin like kinase 1	14_TssBiv
chr13	36049201	36051000	1800	*	1	Intron (ENST00000360631.8/9201, intron 3 of 16)	13	35771341	36131306	359966	2	9201	ENST00000255448.8	80306	ENSG00000133083	DCLK1	doublecortin like kinase 1	14_TssBiv
chr13	46424601	46426000	1400	*	1	Intron (ENST00000409879.6/80183, intron 1 of 14)	13	46342967	46438190	95224	2	80183	ENST00000409879.6	12190	ENSG00000102445	RUBCNL	rubicon like autophagy enhancer	14_TssBiv
chr13	48892201	48895600	3400	*	1	Distal Intergenic	13	48975912	49209779	233868	1	22862	ENST00000492622.6	-80312	ENSG00000102531	FNDC3A	fibronectin type III domain containing 3A	14_TssBiv
chr13	50703401	50706000	2600	*	2	Intron (ENST00000470726.7/107984567, intron 3 of 5)	13	50711008	50715483	4476	2	220107	ENST00000443723.1	9483	ENSG00000186047	DLEU7	deleted in lymphocytic leukemia 7	14_TssBiv
chr13	50706401	50707600	1200	*	8	Intron (ENST00000470726.7/107984567, intron 3 of 5)	13	50711008	50715483	4476	2	220107	ENST00000443723.1	7883	ENSG00000186047	DLEU7	deleted in lymphocytic leukemia 7	14_TssBiv
chr13	51416801	51418000	1200	*	1	Intron (ENST00000398119.6/26512, intron 5 of 18)	13	51365228	51421374	56147	2	26512	ENST00000497989.5	3374	ENSG00000102786	INTS6	integrator complex subunit 6	14_TssBiv
chr13	58203801	58204400	600	*	1	Intron (ENST00000615202.1/101926897, intron 1 of 2)	13	58211697	58233117	21421	2	106144531	ENST00000454780.2	28717	ENSG00000232954	LINC00374	long intergenic non-protein coding RNA 374	14_TssBiv
chr13	58205001	58206800	1800	*	2	Exon (ENST00000615202.1/101926897, exon 2 of 3)	13	58211697	58233117	21421	2	106144531	ENST00000454780.2	26317	ENSG00000232954	LINC00374	long intergenic non-protein coding RNA 374	14_TssBiv
chr13	73632601	73635400	2800	*	1	Intron (ENST00000650209.1/107984024, intron 1 of 3)	13	73546387	73648253	101867	2	100874156	ENST00000452852.2	12853	NA	LINC00393	long intergenic non-protein coding RNA 393	14_TssBiv
chr13	78492401	78494400	2000	*	1	Intron (ENST00000607862.5/100874222, intron 2 of 2)	13	78578476	78617328	38853	1	100874222	ENST00000560584.2	-84076	ENSG00000234377	OBI1-AS1	OBI1 antisense RNA 1	14_TssBiv
chr13	96296001	96297400	1400	*	1	Intron (ENST00000376705.4/266722, intron 1 of 1)	13	96427229	96427292	64	1	100616137	ENST00000635771.1	-129829	ENSG00000283487	MIR4501	microRNA 4501	14_TssBiv
chr13	97645801	97647200	1400	*	1	Distal Intergenic	13	97675011	97677963	2953	2	105370324	ENST00000437334.1	30763	NA	LOC105370324	uncharacterized LOC105370324	14_TssBiv
chr13	113806601	113808200	1600	*	2	Intron (ENST00000375353.5/348013, intron 8 of 8)	13	113803050	113811953	8904	1	348013	ENST00000467169.1	3551	ENSG00000184497	TMEM255B	transmembrane protein 255B	14_TssBiv
chr14	23651601	23653200	1600	*	1	Distal Intergenic	14	23639339	23645295	5957	1	10202	ENST00000553600.1	12262	ENSG00000100867	DHRS2	dehydrogenase/reductase 2	14_TssBiv
chr14	24045201	24045800	600	*	1	Exon (ENST00000663118.1/ENST00000663118.1, exon 2 of 2)	14	24052009	24069729	17721	1	90668	ENST00000342740.6	-6209	ENSG00000186648	CARMIL3	capping protein regulator and myosin 1 linker 3	14_TssBiv
chr14	24640801	24641800	1000	*	2	Intron (ENST00000555300.1/ENST00000555300.1, intron 2 of 3)	14	24630971	24634267	3297	2	3002	ENST00000382540.5	-6534	ENSG00000100453	GZMB	granzyme B	14_TssBiv
chr14	38067601	38067800	200	*	1	Intron (ENST00000554687.1/105370456, intron 2 of 4)	14	38003113	38004847	1735	2	105370456	ENST00000554029.1	-62754	NA	LOC105370456	uncharacterized LOC105370456	14_TssBiv
chr14	51026601	51027200	600	*	1	Intron (ENST00000669299.1/ENST00000669299.1, intron 2 of 2)	14	50982683	50988376	5694	2	114088	ENST00000557456.5	-38225	ENSG00000100505	TRIM9	tripartite motif containing 9	14_TssBiv
chr14	65169801	65172200	2400	*	1	Distal Intergenic	14	65197254	65222257	25004	2	100128233	ENST00000654548.1	50057	ENSG00000255002	LINC02324	long intergenic non-protein coding RNA 2324	14_TssBiv
chr14	71275001	71277000	2000	*	1	Distal Intergenic	14	71179053	71243841	64789	2	107984695	ENST00000663930.1	-31160	NA	LOC107984695	uncharacterized LOC107984695	14_TssBiv
chr14	75389601	75390000	400	*	1	Distal Intergenic	14	75426334	75427690	1357	2	101928377	ENST00000558267.1	37690	NA	JDP2-AS1	JDP2 antisense RNA 1	14_TssBiv
chr14	76449201	76449600	400	*	1	Intron (ENST00000512784.6/2103, intron 2 of 6)	14	76439642	76463427	23786	1	2103	ENST00000509323.1	9559	ENSG00000119715	ESRRB	estrogen related receptor beta	14_TssBiv
chr14	81421801	81422200	400	*	2	Intron (ENST00000555447.5/85439, intron 2 of 7)	14	81394950	81418253	23304	2	85439	ENST00000555226.1	-3548	ENSG00000140022	STON2	stonin 2	14_TssBiv
chr14	91719201	91720400	1200	*	1	Exon (ENST00000256343.8/79820, exon 5 of 27)	14	91704575	91732059	27485	2	79820	ENST00000553329.5	11659	ENSG00000133962	CATSPERB	cation channel sperm associated auxiliary subunit beta	14_TssBiv
chr14	103989201	103989600	400	*	1	Intron (ENST00000409874.9/122402, intron 8 of 35)	14	104005156	104007180	2025	1	122402	ENST00000466378.1	-15556	ENSG00000156414	TDRD9	tudor domain containing 9	14_TssBiv
chr14	105994201	105996000	1800	*	1	Distal Intergenic	14	105969729	105972269	2541	2	8755	ENST00000606026.2	-21932	ENSG00000271968	ADAM6	ADAM metallopeptidase domain 6 (pseudogene)	14_TssBiv
chr15	32933801	32934200	400	*	2	Intron (ENST00000616417.5/342184, intron 9 of 20)	15	32908159	32926261	18103	2	342184	ENST00000558628.1	-7540	ENSG00000248905	FMN1	formin 1	14_TssBiv
chr15	41804201	41806400	2200	*	1	Intron (ENST00000512970.5/23005, intron 3 of 29)	15	41810692	41812709	2018	1	23005	ENST00000515164.1	-4292	ENSG00000137802	MAPKBP1	mitogen-activated protein kinase binding protein 1	14_TssBiv
chr15	45421201	45422200	1000	*	5	3' UTR	15	45417695	45421337	3643	1	79029	ENST00000533841.1	3506	ENSG00000171763	SPATA5L1	spermatogenesis associated 5 like 1	14_TssBiv
chr15	52472401	52473000	600	*	1	Intron (ENST00000399233.7/4644, intron 1 of 41)	15	52416005	52425967	9963	2	4644	ENST00000561810.1	-46434	ENSG00000197535	MYO5A	myosin VA	14_TssBiv
chr15	62358601	62360200	1600	*	1	Distal Intergenic	15	62343029	62343138	110	1	102464834	ENST00000618314.1	15572	ENSG00000275451	MIR6085	microRNA 6085	14_TssBiv
chr15	65203401	65204400	1000	*	1	Exon (ENST00000261883.6/8483, exon 6 of 9)	15	65194760	65211473	16714	2	8483	ENST00000261883.6	7073	ENSG00000138615	CILP	cartilage intermediate layer protein	14_TssBiv
chr15	74218801	74220600	1800	*	3	Promoter (1-2kb)	15	74217201	74244148	26948	1	80125	ENST00000635913.1	1600	ENSG00000140481	CCDC33	coiled-coil domain containing 33	14_TssBiv
chr15	75249401	75251600	2200	*	1	Exon (ENST00000565567.1/ENST00000565567.1, exon 1 of 1)	15	75258599	75270199	11601	1	653641	ENST00000300576.5	-6999	ENSG00000167195	GOLGA6C	golgin A6 family member C	14_TssBiv
chr15	82336401	82337600	1200	*	2	Downstream (1-2kb)	15	82339998	82349437	9440	2	647042	ENST00000621197.4	11837	ENSG00000278662	GOLGA6L10	golgin A6 family like 10	14_TssBiv
chr15	89878401	89879200	800	*	1	Intron (ENST00000336418.9/10239, intron 3 of 5)	15	89883931	89884030	100	2	100846993	ENST00000578736.1	4830	ENSG00000264796	MIR5009	microRNA 5009	14_TssBiv
chr15	89921401	89923000	1600	*	2	Distal Intergenic	15	89895006	89912952	17947	2	348110	ENST00000357484.10	-8449	ENSG00000242498	ARPIN	actin related protein 2/3 complex inhibitor	14_TssBiv
chr15	101513401	101513800	400	*	1	Intron (ENST00000557794.5/5046, intron 1 of 4)	15	101304746	101525202	220457	2	5046	ENST00000557794.5	11402	ENSG00000140479	PCSK6	proprotein convertase subtilisin/kexin type 6	14_TssBiv
chr16	476401	477400	1000	*	1	Promoter (1-2kb)	16	474924	503063	28140	1	9727	ENST00000449879.6	1477	ENSG00000090565	RAB11FIP3	RAB11 family interacting protein 3	14_TssBiv
chr16	4164801	4165600	800	*	1	Distal Intergenic	16	4180117	4183515	3399	2	105371062	ENST00000573220.1	17915	NA	LOC105371062	uncharacterized LOC105371062	14_TssBiv
chr16	30406001	30406200	200	*	2	Promoter (1-2kb)	16	30407414	30418594	11181	1	51333	ENST00000434417.1	-1214	ENSG00000179965	ZNF771	zinc finger protein 771	14_TssBiv
chr16	31226001	31228600	2600	*	2	3' UTR	16	31215962	31217135	1174	2	260434	ENST00000302964.4	-8866	ENSG00000169900	PYDC1	pyrin domain containing 1	14_TssBiv
chr16	58018201	58019600	1400	*	1	Exon (ENST00000561743.5/79650, exon 6 of 7)	16	58015113	58021617	6505	1	79650	ENST00000566082.1	3088	ENSG00000103005	USB1	U6 snRNA biogenesis phosphodiesterase 1	14_TssBiv
chr16	67195001	67195600	600	*	1	Promoter (<=1kb)	16	67194952	67198229	3278	1	1874	ENST00000565226.1	49	ENSG00000205250	E2F4	E2F transcription factor 4	14_TssBiv
chr16	68270001	68271600	1600	*	12	Promoter (1-2kb)	16	68272979	68275095	2117	1	9057	ENST00000568024.1	-1379	ENSG00000103064	SLC7A6	solute carrier family 7 member 6	14_TssBiv
chr16	73096601	73100600	4000	*	2	Promoter (2-3kb)	16	73081244	73094546	13303	2	463	ENST00000641077.1	-2055	ENSG00000140836	ZFHX3	zinc finger homeobox 3	14_TssBiv
chr16	90085001	90086600	1600	*	1	Intron (ENST00000569206.1/11105, intron 2 of 3)	16	90075005	90092072	17068	2	11105	ENST00000569206.1	5472	ENSG00000126856	PRDM7	PR/SET domain 7	14_TssBiv
chr17	1958401	1963200	4800	*	7	Intron (ENST00000331238.7/146760, intron 1 of 1)	17	2017716	2019102	1387	1	105371485	ENST00000572287.1	-54516	ENSG00000228133	LOC105371485	uncharacterized LOC105371485	14_TssBiv
chr17	4692001	4692800	800	*	3	Promoter (<=1kb)	17	4676470	4691825	15356	2	27043	ENST00000570387.5	-176	ENSG00000141456	PELP1	proline, glutamate and leucine rich protein 1	14_TssBiv
chr17	4801801	4805200	3400	*	1	Promoter (1-2kb)	17	4807152	4823430	16279	1	5338	ENST00000263088.11	-1952	ENSG00000129219	PLD2	phospholipase D2	14_TssBiv
chr17	4900201	4900600	400	*	2	Promoter (<=1kb)	17	4897771	4900229	2459	2	1145	ENST00000652550.1	0	ENSG00000108556	CHRNE	cholinergic receptor nicotinic epsilon subunit	14_TssBiv
chr17	7308201	7309400	1200	*	1	Promoter (<=1kb)	17	7308371	7312455	4085	1	1984	ENST00000416016.2	0	ENSG00000132507	EIF5A	eukaryotic translation initiation factor 5A	14_TssBiv
chr17	15820601	15821400	800	*	2	Promoter (2-3kb)	17	15806241	15818077	11837	2	101928567	ENST00000418821.3	-2524	NA	LINC02087	long intergenic non-protein coding RNA 2087	14_TssBiv
chr17	16255401	16257200	1800	*	1	Intron (ENST00000607144.4/9487, intron 2 of 2)	17	16282014	16282088	75	1	100302124	ENST00000408428.1	-24814	ENSG00000221355	MIR1288	microRNA 1288	14_TssBiv
chr17	26645201	26645400	200	*	1	Distal Intergenic	17	27293910	27293996	87	2	100616277	ENST00000584932.1	648596	ENSG00000263583	MIR4522	microRNA 4522	14_TssBiv
chr17	34122001	34123000	1000	*	1	Intron (ENST00000359872.6/40, intron 1 of 9)	17	34155566	34165736	10171	1	105371735	ENST00000583224.3	-32566	NA	LOC105371735	uncharacterized LOC105371735	14_TssBiv
chr17	35291201	35291800	600	*	1	Distal Intergenic	17	35243089	35259820	16732	1	162394	ENST00000592325.1	48112	ENSG00000166750	SLFN5	schlafen family member 5	14_TssBiv
chr17	36665801	36666200	400	*	4	Distal Intergenic	17	36722443	36726346	3904	1	105371750	ENST00000610398.2	-56243	NA	LOC105371750	uncharacterized LOC105371750	14_TssBiv
chr17	37729601	37730600	1000	*	1	Exon (ENST00000618894.1/6928, exon 2 of 2)	17	37728611	37733817	5207	2	6928	ENST00000618894.1	3217	ENSG00000275410	HNF1B	HNF1 homeobox B	14_TssBiv
chr17	37894001	37894400	400	*	1	Distal Intergenic	17	37842949	37884743	41795	2	284100	ENST00000620903.2	-9258	ENSG00000276715	YWHAEP7	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon pseudogene 7	14_TssBiv
chr17	38333801	38334400	600	*	3	Exon (ENST00000616987.5/440435, exon 9 of 11)	17	38325610	38343810	18201	2	440435	ENST00000621958.1	9410	ENSG00000277399	GPR179	G protein-coupled receptor 179	14_TssBiv
chr17	43099001	43099400	400	*	1	Intron (ENST00000357654.9/672, intron 7 of 22)	17	43093570	43095866	2297	2	672	ENST00000412061.3	-3135	ENSG00000012048	BRCA1	BRCA1 DNA repair associated	14_TssBiv
chr17	45500801	45501400	600	*	1	Distal Intergenic	17	45475597	45490749	15153	2	9842	ENST00000586562.5	-10052	ENSG00000225190	PLEKHM1	pleckstrin homology and RUN domain containing M1	14_TssBiv
chr17	46625001	46626200	1200	*	1	Promoter (<=1kb)	17	46624036	46756059	132024	1	4905	ENST00000575068.5	965	ENSG00000073969	NSF	N-ethylmaleimide sensitive factor, vesicle fusing ATPase	14_TssBiv
chr17	46653201	46656800	3600	*	2	Intron (ENST00000398238.8/4905, intron 8 of 20)	17	46624036	46756059	132024	1	4905	ENST00000575068.5	29165	ENSG00000073969	NSF	N-ethylmaleimide sensitive factor, vesicle fusing ATPase	14_TssBiv
chr17	46664601	46665000	400	*	1	Intron (ENST00000398238.8/4905, intron 8 of 20)	17	46624036	46756059	132024	1	4905	ENST00000575068.5	40565	ENSG00000073969	NSF	N-ethylmaleimide sensitive factor, vesicle fusing ATPase	14_TssBiv
chr17	46667401	46667800	400	*	3	Intron (ENST00000398238.8/4905, intron 8 of 20)	17	46624036	46756059	132024	1	4905	ENST00000575068.5	43365	ENSG00000073969	NSF	N-ethylmaleimide sensitive factor, vesicle fusing ATPase	14_TssBiv
chr17	55939201	55940000	800	*	2	Intron (ENST00000635860.1/162282, intron 2 of 12)	17	55962062	56511659	549598	1	162282	ENST00000653862.1	-22062	ENSG00000153930	ANKFN1	ankyrin repeat and fibronectin type III domain containing 1	14_TssBiv
chr17	62775001	62777400	2400	*	1	Intron (ENST00000456609.6/162333, intron 3 of 10)	17	62749976	62759991	10016	2	162333	ENST00000582568.1	-15010	ENSG00000173838	MARCHF10	membrane associated ring-CH-type finger 10	14_TssBiv
chr17	64187401	64188800	1400	*	1	Promoter (<=1kb)	17	64154947	64188454	33508	2	55852	ENST00000577489.1	0	ENSG00000136478	TEX2	testis expressed 2	14_TssBiv
chr17	76353001	76355800	2800	*	1	Promoter (<=1kb)	17	76309478	76353916	44439	2	5635	ENST00000446526.8	0	ENSG00000161542	PRPSAP1	phosphoribosyl pyrophosphate synthetase associated protein 1	14_TssBiv
chr17	80692801	80694000	1200	*	1	Intron (ENST00000574767.5/57521, intron 2 of 11)	17	80708933	80754104	45172	1	57521	ENST00000572733.1	-14933	ENSG00000141564	RPTOR	regulatory associated protein of MTOR complex 1	14_TssBiv
chr18	5628001	5631000	3000	*	1	Promoter (<=1kb)	18	5392445	5630663	238219	2	23136	ENST00000637651.1	0	ENSG00000082397	EPB41L3	erythrocyte membrane protein band 4.1 like 3	14_TssBiv
chr18	12421001	12421400	400	*	1	Promoter (<=1kb)	18	12421286	12432238	10953	1	10650	ENST00000587735.1	0	ENSG00000141391	PRELID3A	PRELI domain containing 3A	14_TssBiv
chr18	12658401	12659000	600	*	1	Promoter (<=1kb)	18	12658738	12686491	27754	1	56984	ENST00000589405.5	0	ENSG00000128789	PSMG2	proteasome assembly chaperone 2	14_TssBiv
chr18	12910801	12912000	1200	*	2	Exon (ENST00000585406.1/ENST00000585406.1, exon 1 of 1)	18	12825804	12929643	103840	2	5771	ENST00000592059.5	17643	ENSG00000175354	PTPN2	protein tyrosine phosphatase non-receptor type 2	14_TssBiv
chr18	13641201	13642200	1000	*	6	Promoter (<=1kb)	18	13641758	13645712	3955	1	753	ENST00000592991.1	0	ENSG00000168675	LDLRAD4	low density lipoprotein receptor class A domain containing 4	14_TssBiv
chr18	20716001	20717200	1200	*	1	Distal Intergenic	18	20953290	20954870	1581	2	6093	ENST00000578051.1	237670	ENSG00000067900	ROCK1	Rho associated coiled-coil containing protein kinase 1	14_TssBiv
chr18	24127401	24130200	2800	*	1	Exon (ENST00000304621.10/125488, exon 11 of 14)	18	24123627	24125662	2036	1	125488	ENST00000584095.1	3774	ENSG00000168234	TTC39C	tetratricopeptide repeat domain 39C	14_TssBiv
chr18	46501601	46503200	1600	*	1	Intron (ENST00000398705.7/125336, intron 5 of 9)	18	46476972	46519077	42106	2	125336	ENST00000398705.7	15877	ENSG00000167210	LOXHD1	lipoxygenase homology PLAT domains 1	14_TssBiv
chr18	52626001	52627000	1000	*	5	Intron (ENST00000442544.7/1630, intron 1 of 28)	18	52752032	53535903	783872	1	1630	ENST00000412726.5	-125032	ENSG00000187323	DCC	DCC netrin 1 receptor	14_TssBiv
chr18	67955401	67955800	400	*	1	Intron (ENST00000580622.1/ENST00000580622.1, intron 2 of 2)	18	67808505	67814822	6318	2	101927430	ENST00000580659.1	-140579	ENSG00000265555	LINC01903	long intergenic non-protein coding RNA 1903	14_TssBiv
chr18	72916601	72917600	1000	*	3	Distal Intergenic	18	72877444	72881355	3912	1	100505797	ENST00000664848.1	39157	ENSG00000263958	NETO1-DT	NETO1 divergent transcript	14_TssBiv
chr19	8273201	8275200	2000	*	1	Distal Intergenic	19	8261627	8262421	795	1	79603	ENST00000599275.1	11574	ENSG00000090661	CERS4	ceramide synthase 4	14_TssBiv
chr19	10397801	10404200	6400	*	1	Promoter (<=1kb)	19	10403458	10403538	81	2	100302213	ENST00000408639.1	0	ENSG00000284268	MIR1181	microRNA 1181	14_TssBiv
chr19	10405801	10407000	1200	*	1	Promoter (2-3kb)	19	10391133	10403542	12410	2	11140	ENST00000222005.7	-2259	ENSG00000105401	CDC37	cell division cycle 37, HSP90 cochaperone	14_TssBiv
chr19	10589401	10589600	200	*	1	Promoter (2-3kb)	19	10572671	10587315	14645	2	10053	ENST00000590923.5	-2086	ENSG00000129354	AP1M2	adaptor related protein complex 1 subunit mu 2	14_TssBiv
chr19	11493401	11495400	2000	*	1	Promoter (<=1kb)	19	11495544	11495622	79	2	102465856	ENST00000615835.1	222	ENSG00000274713	MIR7974	microRNA 7974	14_TssBiv
chr19	12305201	12306800	1600	*	3	Distal Intergenic	19	12271808	12294883	23076	2	51710	ENST00000356109.10	-10318	ENSG00000197857	ZNF44	zinc finger protein 44	14_TssBiv
chr19	12997001	12997200	200	*	1	Promoter (1-2kb)	19	12995608	13096201	100594	1	4784	ENST00000397661.6	1393	ENSG00000008441	NFIX	nuclear factor I X	14_TssBiv
chr19	13133801	13136000	2200	*	3	5' UTR	19	13144615	13145414	800	2	8677	ENST00000591415.1	9414	ENSG00000104915	STX10	syntaxin 10	14_TssBiv
chr19	15342401	15344400	2000	*	7	Distal Intergenic	19	15252992	15332545	79554	2	23476	ENST00000360016.9	-9856	ENSG00000141867	BRD4	bromodomain containing 4	14_TssBiv
chr19	17984601	17985000	400	*	1	Intron (ENST00000222249.13/3780, intron 5 of 10)	19	18001132	18014102	12971	1	27106	ENST00000379656.7	-16132	ENSG00000105643	ARRDC2	arrestin domain containing 2	14_TssBiv
chr19	18543601	18544400	800	*	1	Promoter (<=1kb)	19	18538216	18544077	5862	2	23770	ENST00000597611.7	0	ENSG00000105701	FKBP8	FKBP prolyl isomerase 8	14_TssBiv
chr19	19280801	19281600	800	*	6	Promoter (<=1kb)	19	19276515	19281492	4978	2	57794	ENST00000592188.1	0	ENSG00000105705	SUGP1	SURP and G-patch domain containing 1	14_TssBiv
chr19	21769001	21770200	1200	*	1	Promoter (1-2kb)	19	21722771	21767579	44809	2	163227	ENST00000358296.11	-1422	ENSG00000197020	ZNF100	zinc finger protein 100	14_TssBiv
chr19	35530601	35532400	1800	*	3	Promoter (1-2kb)	19	35533455	35542989	9535	1	26330	ENST00000586334.1	-1055	ENSG00000105679	GAPDHS	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic	14_TssBiv
chr19	36246201	36247000	800	*	2	Promoter (<=1kb)	19	36182294	36246257	63964	2	147929	ENST00000355114.9	0	ENSG00000196357	ZNF565	zinc finger protein 565	14_TssBiv
chr19	36247601	36248400	800	*	5	Promoter (1-2kb)	19	36182294	36246257	63964	2	147929	ENST00000355114.9	-1344	ENSG00000196357	ZNF565	zinc finger protein 565	14_TssBiv
chr19	41724601	41725200	600	*	2	Intron (ENST00000398599.8/1048, intron 8 of 9)	19	41709914	41717630	7717	1	1048	ENST00000595113.1	14687	ENSG00000105388	CEACAM5	CEA cell adhesion molecule 5	14_TssBiv
chr19	45901401	45901600	200	*	2	Promoter (1-2kb)	19	45890023	45902613	12591	2	339344	ENST00000322217.6	1013	ENSG00000176182	MYPOP	Myb related transcription factor, partner of profilin	14_TssBiv
chr19	45973801	45976600	2800	*	3	Promoter (<=1kb)	19	45933734	45973865	40132	2	4858	ENST00000263257.6	0	ENSG00000104967	NOVA2	NOVA alternative splicing regulator 2	14_TssBiv
