enhancerid	seqnames	start	end	width	strand	siteCount	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	enhancerGroup	attributes
GH18J013369	chr18	13369401	13370200	800	*	1	Intron (ENST00000590371.5/753, intron 2 of 2)	18	13375083	13389812	14730	1	753	ENST00000676815.1	-4883	ENSG00000168675	LDLRAD4	low density lipoprotein receptor class A domain containing 4	11_EnhWk	GH18J013369;MC5R:5.52;CM034968-069:0.66;ENSG00000267393:0.66;CM034968-070:0.23;LDLRAD4:0.11;lnc-LDLRAD4-1:0.11;RNMT:0.05
GH18J013370	chr18	13371401	13372400	1000	*	2	Promoter (2-3kb)	18	13375083	13389812	14730	1	753	ENST00000676815.1	-2683	ENSG00000168675	LDLRAD4	low density lipoprotein receptor class A domain containing 4	11_EnhWk	GH18J013370;CM034968-069:0.45;ENSG00000267393:0.45;CM034968-070:0.23;LDLRAD4:0.11;lnc-LDLRAD4-1:0.11;RNMT:0.05
GH18J013371	chr18	13371401	13372400	1000	*	2	Promoter (2-3kb)	18	13375083	13389812	14730	1	753	ENST00000676815.1	-2683	ENSG00000168675	LDLRAD4	low density lipoprotein receptor class A domain containing 4	11_EnhWk	GH18J013371;CM034968-069:0.45;ENSG00000267393:0.45;CM034968-070:0.23;LDLRAD4:0.11;lnc-LDLRAD4-1:0.11;RNMT:0.05
GH18J013374	chr18	13377201	13377400	200	*	1	Promoter (2-3kb)	18	13375083	13389812	14730	1	753	ENST00000676815.1	2118	ENSG00000168675	LDLRAD4	low density lipoprotein receptor class A domain containing 4	9_EnhA1	GH18J013374;LDLRAD4:9.08;RNMT:6.41;CEP192:2.02;PTPN2:1.35;CM034968-069:0.41;ENSG00000267393:0.41;CM034968-070:0.24;lnc-LDLRAD4-1:0.10
GH18J013374	chr18	13375001	13376200	1200	*	3	Promoter (<=1kb)	18	13375083	13389812	14730	1	753	ENST00000676815.1	0	ENSG00000168675	LDLRAD4	low density lipoprotein receptor class A domain containing 4	11_EnhWk	GH18J013374;LDLRAD4:9.08;RNMT:6.41;CEP192:2.02;PTPN2:1.35;CM034968-069:0.41;ENSG00000267393:0.41;CM034968-070:0.24;lnc-LDLRAD4-1:0.10
GH18J013470	chr18	13470401	13472400	2000	*	2	Exon (ENST00000585817.1/ENST00000585817.1, exon 1 of 4)	18	13465025	13491588	26564	1	753	ENST00000587600.1	5376	ENSG00000168675	LDLRAD4	low density lipoprotein receptor class A domain containing 4	11_EnhWk	GH18J013470;CM034968-071:250.66;CM034968-072:250.66;ENSG00000267529:250.66;ENSG00000267694:250.66;HSALNG0120173:250.66;LOC124904256:250.66;LDLRAD4:2.35;MC5R:2.08;lnc-RNMT-6:0.45;RNMT:0.07
GH18J013565	chr18	13565401	13567200	1800	*	1	Intron (ENST00000679177.1/753, intron 3 of 5)	18	13542407	13543214	808	1	102724615	ENST00000587440.1	22994	NA	LOC102724615	uncharacterized LOC102724615	9_EnhA1	GH18J013565;PSMG2:5.13;LDLRAD4:4.80;RNMT:2.12;FAM210A:1.97;ENSG00000267503:0.66;MIR4526:0.27
GH18J013608	chr18	13608801	13610000	1200	*	1	Promoter (1-2kb)	18	13611114	13611200	87	1	100616130	ENST00000583168.1	-1114	ENSG00000263527	MIR4526	microRNA 4526	11_EnhWk	GH18J013608;LDLRAD4:3.23;MIR4526:0.66;ENSG00000267503:0.27;RNMT:0.13
GH18J013610	chr18	13615401	13616400	1000	*	1	Promoter (2-3kb)	18	13612629	13646721	34093	1	753	ENST00000678556.1	2772	ENSG00000168675	LDLRAD4	low density lipoprotein receptor class A domain containing 4	9_EnhA1	GH18J013610;LDLRAD4:264.02;RNMT:3.58;FAM210A:1.77;MIR4526:0.66;HSALNG0120188:0.37
GH18J021109	chr18	21108401	21110800	2400	*	1	Promoter (<=1kb)	18	20949952	21111020	161069	2	6093	ENST00000635540.1	220	ENSG00000067900	ROCK1	Rho associated coiled-coil containing protein kinase 1	8_EnhG2	GH18J021109;lnc-GREB1L-2:250.66;ROCK1:250.66;ESCO1:14.86;HSALNG0145563:0.37;lnc-ROCK1-4:0.37
GH18J021450	chr18	21451001	21451600	600	*	2	Promoter (<=1kb)	18	21380286	21451017	70732	2	101927521	ENST00000584611.1	0	NA	LOC101927521	uncharacterized LOC101927521	11_EnhWk	GH18J021450;ENSG00000265751:250.66;LOC101927521:250.66;LOC124900410:250.66;GREB1L:4.70;RF00017-2647:0.23;ESCO1:0.11
GH18J021591	chr18	21592001	21593600	1600	*	1	Exon (ENST00000580101.1/114799, exon 3 of 3)	18	21529284	21600704	71421	2	114799	ENST00000269214.10	7104	ENSG00000141446	ESCO1	establishment of sister chromatid cohesion N-acetyltransferase 1	11_EnhWk	GH18J021591;MG828730-027:250.66;piR-33492-019:250.66;piR-36393-238:250.66;piR-39488-137:250.66;piR-41399-207:250.66;piR-43107-128:250.66;piR-45504-244:250.66;piR-46662-299:250.66;piR-49732-257:250.66;piR-50308-289:250.66;piR-53431-304:250.66;piR-53562-166:250.66;piR-54764-294:250.66;piR-55281-281:250.66;piR-55650-296:250.66;piR-55650-297:250.66;piR-55654-223:250.66;piR-56022-238:250.66;ESCO1:0.45;GREB1L:0.05
GH18J021593	chr18	21592001	21593600	1600	*	1	Exon (ENST00000580101.1/114799, exon 3 of 3)	18	21529284	21600704	71421	2	114799	ENST00000269214.10	7104	ENSG00000141446	ESCO1	establishment of sister chromatid cohesion N-acetyltransferase 1	11_EnhWk	GH18J021593;MG828730-027:250.66;piR-33492-019:250.66;piR-36393-238:250.66;piR-39488-137:250.66;piR-41399-207:250.66;piR-45504-244:250.66;piR-46662-299:250.66;piR-49732-257:250.66;piR-50308-289:250.66;piR-53431-304:250.66;piR-53562-166:250.66;piR-54764-294:250.66;piR-55281-281:250.66;piR-55650-296:250.66;piR-55650-297:250.66;piR-55654-223:250.66;piR-56022-238:250.66;ESCO1:0.45;lnc-ABHD3-3:0.45;GREB1L:0.05
GH18J030763	chr18	30764601	30765400	800	*	1	Distal Intergenic	18	30994126	31006918	12793	2	1825	ENST00000584980.1	241518	ENSG00000134762	DSC3	desmocollin 3	11_EnhWk	GH18J030763;ENSG00000279734:0.37;HSALNG0120697:0.18;DSC3:0.06
GH18J032847	chr18	32848201	32849400	1200	*	1	Intron (ENST00000582239.1/105372058, intron 3 of 3)	18	32835165	32938316	103152	1	105372058	ENST00000580366.1	13036	NA	LOC105372058	uncharacterized LOC105372058	11_EnhWk	GH18J032847;ENSG00000263765:0.41;HSALNG0037602-202:0.41;HSALNG0120804-001:0.41;LOC105372058:0.41;KLHL14:0.20;CCDC178:0.03
GH18J043635	chr18	43635001	43636400	1400	*	1	Distal Intergenic	18	43270181	43277499	7319	2	6860	ENST00000585604.1	-357502	ENSG00000132872	SYT4	synaptotagmin 4	11_EnhWk	GH18J043635;RF00994-441:0.66;HSALNG0121198:0.27;lnc-SETBP1-7:0.08;lnc-SYT4-6:0.06;SYT4:0.05
GH18J043636	chr18	43635001	43636400	1400	*	1	Distal Intergenic	18	43270181	43277499	7319	2	6860	ENST00000585604.1	-357502	ENSG00000132872	SYT4	synaptotagmin 4	11_EnhWk	GH18J043636;RF00994-441:0.66;HSALNG0121198:0.27;lnc-SETBP1-7:0.08;lnc-SYT4-6:0.06;SYT4:0.05
GH18J046366	chr18	46365001	46366600	1600	*	1	Intron (ENST00000593230.5/494470, intron 1 of 4)	18	46334224	46463140	128917	1	494470	ENST00000586604.5	30777	ENSG00000141622	RNF165	ring finger protein 165	11_EnhWk	GH18J046366;ENSG00000279829:0.37;lnc-LOXHD1-3:0.32;ARK2C:0.29;LOXHD1:0.06
GH18J048720	chr18	48721001	48721200	200	*	1	Intron (ENST00000256413.8/9811, intron 7 of 11)	18	48692512	48758229	65718	1	9811	ENST00000587769.1	28489	ENSG00000134030	CTIF	cap binding complex dependent translation initiation factor	11_EnhWk	GH18J048720;HSALNG0121448:0.37;LOC105372107:0.37;CTIF:0.09;SMAD7:0.07
GH18J054209	chr18	54208801	54210200	1400	*	1	Intron (ENST00000256429.8/8932, intron 1 of 6)	18	54159758	54205021	45264	2	8932	ENST00000578272.1	-3780	ENSG00000134046	MBD2	methyl-CpG binding domain protein 2	11_EnhWk	GH18J054209;POLI:25.38;C18orf54:10.76;STARD6:10.02;MBD2:5.23;ENSG00000264296:5.19;ENSG00000267311:4.59;piR-50443-228:0.45;HSALNG0121637:0.26;LOC124904304:0.04
GH18J055249	chr18	55247801	55249000	1200	*	1	Intron (ENST00000354452.8/6925, intron 15 of 19)	18	55228260	55257495	29236	2	6925	ENST00000626466.1	8495	ENSG00000196628	TCF4	transcription factor 4	9_EnhA1	GH18J055249;lnc-CCDC68-4:0.35;HSALNG0145604:0.26;CCDC68:0.06;TCF4:0.04
GH18J055333	chr18	55335001	55335600	600	*	1	Intron (ENST00000354452.8/6925, intron 8 of 19)	18	55234606	55322345	87740	2	6925	ENST00000630720.3	-12656	ENSG00000196628	TCF4	transcription factor 4	9_EnhA1	GH18J055333;HSALNG0145604:0.29;TCF4-AS1:0.13;lnc-CCDC68-5:0.07;lnc-CCDC68-2:0.07;TCF4:0.05;CCDC68:0.05
GH18J055581	chr18	55583401	55584200	800	*	1	Promoter (1-2kb)	18	55269914	55585481	315568	2	6925	ENST00000630319.2	1281	ENSG00000196628	TCF4	transcription factor 4	11_EnhWk	GH18J055581;TCF4:261.72;5MWI_A-077:250.66;RPL21P126:11.77;LINC01929:5.45;LINC01415:5.30;CM034968-156:0.66;ENSG00000267284:0.66;LOC105372126:0.66;lnc-CCDC68-2:0.35;CCDC68:0.03
GH18J055892	chr18	55893401	55894200	800	*	1	Promoter (<=1kb)	18	55893038	56023462	130425	1	107985164	ENST00000589440.1	363	ENSG00000267327	LOC107985164	uncharacterized LOC107985164	11_EnhWk	GH18J055892;ENSG00000267327:250.66;HSALNG0121711:0.23;CM034968-158:0.15;LINC01416:0.15;TCF4:0.07;WDR7:0.02
GH18J059649	chr18	59648401	59650400	2000	*	1	Intron (ENST00000439986.9/147372, intron 2 of 10)	18	59448046	59666162	218117	2	147372	ENST00000589419.1	15762	ENSG00000183287	CCBE1	collagen and calcium binding EGF domains 1	11_EnhWk	GH18J059649;piR-38352-277:0.37;CCBE1:0.26;ENSG00000267061:0.17;LMAN1:0.06
GH18J060891	chr18	60891801	60892000	200	*	1	Intron (ENST00000655645.1/ENST00000655645.1, intron 1 of 6)	18	60640419	60654623	14205	1	105372156	ENST00000589354.1	251382	NA	LOC105372156	uncharacterized LOC105372156	9_EnhA1	GH18J060891;HSALNG0121925:0.37;ENSG00000267098:0.26;CDH20:0.04;MC4R:0.03
GH18J060906	chr18	60905001	60906200	1200	*	1	Distal Intergenic	18	60640419	60654623	14205	1	105372156	ENST00000589354.1	264582	NA	LOC105372156	uncharacterized LOC105372156	9_EnhA1	GH18J060906;HSALNG0121925:0.31;ENSG00000267098:0.29;CDH20:0.04;MC4R:0.03
GH18J061343	chr18	61344201	61344800	600	*	1	Intron (ENST00000262717.9/28316, intron 1 of 11)	18	61334273	61554695	220423	1	28316	ENST00000538374.5	9928	ENSG00000101542	CDH20	cadherin 20	11_EnhWk	GH18J061343;CDH20:0.41;RF00026-478:0.26;RNU6-116P:0.26;HSALNG0121931:0.16;HSALNG0121929:0.11;RNF152:0.03
GH18J061545	chr18	61545401	61546600	1200	*	1	Intron (ENST00000262717.9/28316, intron 10 of 11)	18	61549866	61554358	4493	1	28316	ENST00000587582.1	-3266	ENSG00000101542	CDH20	cadherin 20	9_EnhA1	GH18J061545;HSALNG0121937:0.45;piR-56883-077:0.32;CDH20:0.07;RNF152:0.05
GH18J061547	chr18	61545401	61546600	1200	*	1	Intron (ENST00000262717.9/28316, intron 10 of 11)	18	61549866	61554358	4493	1	28316	ENST00000587582.1	-3266	ENSG00000101542	CDH20	cadherin 20	9_EnhA1	GH18J061547;HSALNG0121937:0.45;piR-56883-077:0.32;CDH20:0.07;RNF152:0.05
GH18J061550	chr18	61545401	61546600	1200	*	1	Intron (ENST00000262717.9/28316, intron 10 of 11)	18	61549866	61554358	4493	1	28316	ENST00000587582.1	-3266	ENSG00000101542	CDH20	cadherin 20	9_EnhA1	GH18J061550;HSALNG0121937:0.45;piR-56883-077:0.32;CDH20:0.07;RNF152:0.05
GH18J061581	chr18	61581801	61584000	2200	*	1	Distal Intergenic	18	61549866	61554358	4493	1	28316	ENST00000587582.1	31935	ENSG00000101542	CDH20	cadherin 20	10_EnhA2	GH18J061581;ENSG00000267316:0.66;lnc-CDH20-3:0.41;LOC124904314:0.35;HSALNG0121939:0.10;CDH20:0.06;RNF152:0.05
GH18J074082	chr18	74085001	74087000	2000	*	2	Promoter (2-3kb)	18	74073369	74082100	8732	2	201456	ENST00000584425.1	-2901	ENSG00000141665	FBXO15	F-box protein 15	7_EnhG1	GH18J074082;TIMM21:12.86;FBXO15:7.11;CYB5A:5.95;piR-38872-002:0.41;lnc-CYB5A-3:0.37;ENSG00000263655:0.26
GH18J074115	chr18	74114001	74114800	800	*	3	Intron (ENST00000583443.5/201456, intron 8 of 9)	18	74073444	74123510	50067	2	201456	ENST00000580088.1	8710	ENSG00000141665	FBXO15	F-box protein 15	8_EnhG2	GH18J074115;TIMM21:8.48;FBXO15:7.21;CYB5A:5.98;HSALNG0122420:0.41;lnc-CYB5A-3:0.37
GH18J074274	chr18	74275001	74275800	800	*	2	Intron (ENST00000340533.9/1528, intron 1 of 4)	18	74253295	74261681	8387	2	1528	ENST00000580678.5	-13320	ENSG00000166347	CYB5A	cytochrome b5 type A	9_EnhA1	GH18J074274;CYB5A:14.97;lnc-FBXO15-6:0.37;ENSG00000260569:0.31;TIMM21:0.13
GH18J074280	chr18	74284401	74286600	2200	*	1	Intron (ENST00000340533.9/1528, intron 1 of 4)	18	74253296	74291041	37746	2	1528	ENST00000299438.13	4441	ENSG00000166347	CYB5A	cytochrome b5 type A	9_EnhA1	GH18J074280;CYB5A:14.52;C18orf63:12.07;lnc-FBXO15-6:0.45;ENSG00000260569:0.27;TIMM21:0.12
GH18J074734	chr18	74735001	74736000	1000	*	1	Intron (ENST00000582337.5/55628, intron 3 of 4)	18	74631020	74921058	290039	1	55628	ENST00000577538.5	103981	ENSG00000215421	ZNF407	zinc finger protein 407	7_EnhG1	GH18J074734;HSALNG0145625:0.66;lnc-CNDP1-6:0.27;ZNF407:0.12;PTGR3:0.04
GH18J074778	chr18	74778001	74780600	2600	*	1	Intron (ENST00000582337.5/55628, intron 3 of 4)	18	74877198	74905938	28741	1	55628	ENST00000584235.5	-96598	ENSG00000215421	ZNF407	zinc finger protein 407	9_EnhA1	GH18J074778;ZNF407-AS1:6.51;HSALNG0122463:0.45;lnc-FAM69C-5:0.45;ZNF407:0.09;PTGR3:0.04
GH18J074780	chr18	74778001	74780600	2600	*	1	Intron (ENST00000582337.5/55628, intron 3 of 4)	18	74877198	74905938	28741	1	55628	ENST00000584235.5	-96598	ENSG00000215421	ZNF407	zinc finger protein 407	9_EnhA1	GH18J074780;HSALNG0122463:0.45;lnc-FAM69C-5:0.41;ZNF407:0.09;PTGR3:0.04
GH18J074801	chr18	74800801	74803000	2200	*	1	Intron (ENST00000582337.5/55628, intron 4 of 4)	18	74877198	74905938	28741	1	55628	ENST00000584235.5	-74198	ENSG00000215421	ZNF407	zinc finger protein 407	7_EnhG1	GH18J074801;HSALNG0122464:0.45;lnc-CNDP1-8:0.37;ZNF407:0.08;PTGR3:0.04
GH18J074834	chr18	74835601	74836400	800	*	1	Intron (ENST00000299687.10/55628, intron 4 of 8)	18	74877198	74905938	28741	1	55628	ENST00000584235.5	-40798	ENSG00000215421	ZNF407	zinc finger protein 407	8_EnhG2	GH18J074834;lnc-ZADH2-4:0.45;HSALNG0122467:0.32;ZNF407:0.07;PTGR3:0.05
GH18J074836	chr18	74835601	74836400	800	*	1	Intron (ENST00000299687.10/55628, intron 4 of 8)	18	74877198	74905938	28741	1	55628	ENST00000584235.5	-40798	ENSG00000215421	ZNF407	zinc finger protein 407	8_EnhG2	GH18J074836;lnc-ZADH2-4:0.45;HSALNG0122467:0.35;ZNF407:0.07;PTGR3:0.05
GH18J074851	chr18	74851601	74853800	2200	*	1	Intron (ENST00000299687.10/55628, intron 4 of 8)	18	74877198	74905938	28741	1	55628	ENST00000584235.5	-23398	ENSG00000215421	ZNF407	zinc finger protein 407	9_EnhA1	GH18J074851;HSALNG0122467:0.45;lnc-ZADH2-4:0.35;ZNF407:0.07;PTGR3:0.05
GH19J000543	chr19	543801	544000	200	*	1	Promoter (<=1kb)	19	544034	549924	5891	1	3004	ENST00000592501.5	-34	ENSG00000197540	GZMM	granzyme M	11_EnhWk	GH19J000543;GZMM:257.47;DAZAP1:15.79;PTBP1:15.37;ENSG00000267317:12.24;TMEM259:10.74;CDC34:10.71;MIER2:10.46;CNN2:9.99;FSTL3:9.86;BSG-AS1:7.35;HSALNG0122887:0.66;MN298678-033:0.45;BSG:0.32
GH19J000607	chr19	611201	611400	200	*	1	Intron (ENST00000251287.3/610, intron 5 of 7)	19	617224	617997	774	2	5442	ENST00000592633.5	6597	ENSG00000099821	POLRMT	RNA polymerase mitochondrial	11_EnhWk	GH19J000607;DAZAP1:16.40;TMEM259:15.99;MIER2:12.47;PTBP1:11.97;MED16:11.44;ENSG00000267317:11.29;RNF126:10.75;GRIN3B:10.53;POLRMT:6.35;HSALNG0145819:0.66;LOC107987266:0.66;HSALNG0122899:0.45;HCN2:0.35
GH19J000607	chr19	608601	609600	1000	*	1	Intron (ENST00000251287.3/610, intron 4 of 7)	19	617224	617997	774	2	5442	ENST00000592633.5	8397	ENSG00000099821	POLRMT	RNA polymerase mitochondrial	9_EnhA1	GH19J000607;DAZAP1:16.40;TMEM259:15.99;MIER2:12.47;PTBP1:11.97;MED16:11.44;ENSG00000267317:11.29;RNF126:10.75;GRIN3B:10.53;POLRMT:6.35;HSALNG0145819:0.66;LOC107987266:0.66;HSALNG0122899:0.45;HCN2:0.35
GH19J000694	chr19	696001	697200	1200	*	1	Promoter (<=1kb)	19	685546	695498	9953	2	400668	ENST00000613411.4	-503	ENSG00000185198	PRSS57	serine protease 57	11_EnhWk	GH19J000694;PRSS57:250.66;piR-32214-318:0.66;FSTL3:0.37
GH19J000698	chr19	697601	699000	1400	*	1	Promoter (2-3kb)	19	685546	695498	9953	2	400668	ENST00000613411.4	-2103	ENSG00000185198	PRSS57	serine protease 57	11_EnhWk	GH19J000698;HSALNG0122917:0.66;PRSS57:0.66;PALM:0.45
GH19J000850	chr19	851201	852000	800	*	1	Promoter (<=1kb)	19	851014	856247	5234	1	1991	ENST00000590230.5	187	ENSG00000197561	ELANE	elastase, neutrophil expressed	11_EnhWk	GH19J000850;ELANE:256.50;LT222231:0.45;PRTN3:0.45
GH19J000851	chr19	851201	852000	800	*	1	Promoter (<=1kb)	19	851014	856247	5234	1	1991	ENST00000590230.5	187	ENSG00000197561	ELANE	elastase, neutrophil expressed	11_EnhWk	GH19J000851;ELANE:250.66;CFD:0.45
GH19J000937	chr19	936001	938600	2600	*	1	Intron (ENST00000263620.8/1820, intron 3 of 8)	19	932565	964366	31802	1	1820	ENST00000457152.3	3436	ENSG00000116017	ARID3A	AT-rich interaction domain 3A	7_EnhG1	GH19J000937;PALM:4.98;ENSG00000267159:0.45;ARID3A:0.41;RF00017-2733:0.41;WDR18:0.26
GH19J000938	chr19	936001	938600	2600	*	1	Intron (ENST00000263620.8/1820, intron 3 of 8)	19	932565	964366	31802	1	1820	ENST00000457152.3	3436	ENSG00000116017	ARID3A	AT-rich interaction domain 3A	7_EnhG1	GH19J000938;ENSG00000267159:0.45;ARID3A:0.41;RF00017-2733:0.41;WDR18:0.27
GH19J000939	chr19	939401	940200	800	*	1	Intron (ENST00000263620.8/1820, intron 3 of 8)	19	932565	964366	31802	1	1820	ENST00000457152.3	6836	ENSG00000116017	ARID3A	AT-rich interaction domain 3A	7_EnhG1	GH19J000939;CIRBP:16.69;TMEM259:12.54;GRIN3B:11.32;SCAMP4:11.08;LOC100288123:10.42;ENSG00000267159:7.61;ARHGAP45:5.43;PALM:4.97;RF00017-2733:0.45;ARID3A:0.37;WDR18:0.27
GH19J001074	chr19	1075401	1076600	1200	*	2	Promoter (<=1kb)	19	1077487	1086628	9142	1	23526	ENST00000590577.2	-887	ENSG00000180448	ARHGAP45	Rho GTPase activating protein 45	8_EnhG2	GH19J001074;HSALNG0122973:250.66;HSALNG0122974:250.66;HSALNG0122975:250.66;POLR2E:16.97;ABCA7:15.66;ARHGAP45:11.85;WDR18:5.51;HSALNG0122970:0.37
GH19J001080	chr19	1081801	1082800	1000	*	1	Promoter (<=1kb)	19	1082521	1083329	809	1	23526	ENST00000590512.1	0	ENSG00000180448	ARHGAP45	Rho GTPase activating protein 45	8_EnhG2	GH19J001080;POLR2E:12.97;ARHGAP45:10.65;WDR18:6.41;HSALNG0122975:0.66;HSALNG0122978:0.66;HSALNG0122970:0.35
GH19J001090	chr19	1090001	1091200	1200	*	1	Promoter (<=1kb)	19	1088424	1089930	1507	2	5434	ENST00000586215.1	-71	ENSG00000099817	POLR2E	RNA polymerase II, I and III subunit E	7_EnhG1	GH19J001090;lnc-SBNO2-1:250.66;POLR2E:31.55;GPX4:6.70;piR-58457:0.66;ARHGAP45:0.32;HSALNG0122970:0.32
GH19J001091	chr19	1090001	1091200	1200	*	1	Promoter (<=1kb)	19	1088424	1089930	1507	2	5434	ENST00000586215.1	-71	ENSG00000099817	POLR2E	RNA polymerase II, I and III subunit E	7_EnhG1	GH19J001091;lnc-SBNO2-1:0.66;piR-58457:0.66;POLR2E:0.45;ARHGAP45:0.35;HSALNG0122970:0.32
GH19J001097	chr19	1102201	1102600	400	*	1	Promoter (1-2kb)	19	1103926	1106787	2862	1	2879	ENST00000616066.4	-1326	ENSG00000167468	GPX4	glutathione peroxidase 4	9_EnhA1	GH19J001097;GPX4:271.64;CIRBP:37.46;TMEM259:33.17;GRIN3B:21.21;PTBP1:11.90;ENSG00000267317:11.65;RPS15:11.46;MED16:11.31;MIER2:11.23;SCAMP4:11.09;DAZAP1:10.72;LOC100288123:10.42;ENSG00000267283:10.41;POLR2E:9.75;ABCA7:5.13;PLK5:5.03;MIDN:4.08;SBNO2:3.38;ARHGAP45:2.35;NONHSAG024338.2:0.66
GH19J001097	chr19	1106201	1108000	1800	*	1	Promoter (<=1kb)	19	1105454	1106779	1326	1	2879	ENST00000585480.1	747	ENSG00000167468	GPX4	glutathione peroxidase 4	7_EnhG1	GH19J001097;GPX4:271.64;CIRBP:37.46;TMEM259:33.17;GRIN3B:21.21;PTBP1:11.90;ENSG00000267317:11.65;RPS15:11.46;MED16:11.31;MIER2:11.23;SCAMP4:11.09;DAZAP1:10.72;LOC100288123:10.42;ENSG00000267283:10.41;POLR2E:9.75;ABCA7:5.13;PLK5:5.03;MIDN:4.08;SBNO2:3.38;ARHGAP45:2.35;NONHSAG024338.2:0.66
GH19J001163	chr19	1163401	1165200	1800	*	1	Intron (ENST00000361757.8/22904, intron 1 of 31)	19	1127710	1169146	41437	2	22904	ENST00000587655.2	3946	ENSG00000064932	SBNO2	strawberry notch homolog 2	11_EnhWk	GH19J001163;ENSG00000290166:250.66;LOC102723798:250.66;SBNO2:5.20;LOC102725180:0.45;GPX4:0.23
GH19J001164	chr19	1163401	1165200	1800	*	1	Intron (ENST00000361757.8/22904, intron 1 of 31)	19	1127710	1169146	41437	2	22904	ENST00000587655.2	3946	ENSG00000064932	SBNO2	strawberry notch homolog 2	11_EnhWk	GH19J001164;LOC102723798:250.66;ENSG00000290166:0.66;LOC102725180:0.66;SBNO2:0.45;GPX4:0.21
GH19J001165	chr19	1163401	1165200	1800	*	1	Intron (ENST00000361757.8/22904, intron 1 of 31)	19	1127710	1169146	41437	2	22904	ENST00000587655.2	3946	ENSG00000064932	SBNO2	strawberry notch homolog 2	11_EnhWk	GH19J001165;SBNO2:256.59;DAZAP1:31.90;LOC100288123:31.55;TCF3:30.89;MIER2:22.32;DOT1L:21.13;MEX3D:14.21;TMEM259:14.18;CIRBP:12.96;STK11:11.00;GRIN3B:10.94;RNF126:10.53;MED16:10.50;POLRMT:9.87;PTBP1:9.76;AP3D1:9.69;GPX4:6.45;WDR18:6.32;ABCA7:6.17;POLR2E:5.97;ARHGAP45:2.22;CFD:1.82;MIDN:1.81;ATP5F1D:1.50;lnc-STK11-2:0.66;LOC102725180:0.66;ENSG00000290166:0.45;lnc-SBNO2-2:0.45;LOC102723798:0.45
GH19J001211	chr19	1212001	1213200	1200	*	1	Intron (ENST00000585748.2/6794, intron 3 of 4)	19	1207091	1221958	14868	1	6794	ENST00000586358.5	4910	ENSG00000118046	STK11	serine/threonine kinase 11	11_EnhWk	GH19J001211;piR-48653:250.66;ATP5F1D:6.08;WDR18:5.48;RF00017-2736:0.66;NONHSAG024340.2:0.35;CBARP:0.32;STK11:0.31
GH19J001212	chr19	1212001	1213200	1200	*	1	Intron (ENST00000585748.2/6794, intron 3 of 4)	19	1207091	1221958	14868	1	6794	ENST00000586358.5	4910	ENSG00000118046	STK11	serine/threonine kinase 11	11_EnhWk	GH19J001212;ATP5F1D:8.21;WDR18:6.18;STK11:5.77;piR-48653:0.66;piR-50444-250:0.66;CBARP:0.35;NONHSAG024340.2:0.32
GH19J001236	chr19	1270801	1275200	4400	*	2	Promoter (<=1kb)	19	1270943	1273104	2162	1	1153	ENST00000588344.2	0	ENSG00000099622	CIRBP	cold inducible RNA binding protein	8_EnhG2	GH19J001236;CIRBP:328.29;FAM174C:295.95;MIDN:276.40;CBARP:271.30;ATP5F1D:259.04;SF3A2:106.59;TMEM259:92.28;TCF3:77.01;LOC100288123:74.06;PTBP1:71.70;MIER2:61.61;DAZAP1:60.94;GRIN3B:56.44;ENSG00000267317:51.17;MED16:37.05;RPS15:29.38;SBNO2:24.17;PWWP3A:23.64;ATP8B3:23.60;DOT1L:21.00;RNF126:18.72;APC2:15.08;MEX3D:14.22;ARHGAP45:12.86;EFNA2:12.70;RPS15P9:12.62;ENSG00000261526:12.06;ENSG00000267283:11.86;SCAMP4:11.25;CSNK1G2:11.20;R3HDM4:10.81;ADAT3:10.27;PLK5:9.88;CNN2:9.74;PALM:9.68;FGF22:9.65;C19orf25:5.97;STK11:5.09;ABCA7:5.07;ARID3A:2.49;HSALNG0122998:0.66;lnc-CBARP-2:0.66;lnc-MIDN-1:0.66;LOC107985303:0.66;ENSG00000288704:0.45;HSALNG0123000:0.45;lnc-CBARP-3:0.45;LOC102723811:0.45;LOC105372236:0.45;CIRBP-AS1:0.41;lnc-ATP5F1D-2:0.41;NONHSAG024344.2:0.41;NONHSAG024351.2:0.41;piR-48217:0.41;piR-48710:0.41;piR-49748:0.41;piR-57283:0.41;CBARP-DT:0.37;CM034969-009:0.37;lnc-CBARP-6:0.37;piR-30043:0.37;piR-32301:0.37;piR-33057:0.37;piR-35962:0.37;piR-42830:0.37;piR-45373:0.37;piR-48702:0.37;piR-49371:0.37;piR-52382:0.37;piR-58536:0.37;piR-61181:0.37;piR-61341:0.37
GH19J001360	chr19	1360801	1361400	600	*	1	Promoter (<=1kb)	19	1361896	1366351	4456	1	84939	ENST00000586996.2	-496	ENSG00000160953	PWWP3A	PWWP domain containing 3A, DNA repair factor	7_EnhG1	GH19J001360;PWWP3A:23.54;CIRBP:22.03;ENSG00000261526:14.52;SF3A2:11.96;WDR18:11.84;ENSG00000267283:11.66;SPPL2B:10.72;AP3D1:10.35;FAM174C:5.28;HSALNG0123012:0.45;NONHSAG024355.2:0.45;NDUFS7:0.35
